Abattoir Name,RC Nr,Province,Status,ZA Nr,Expiry Date of ZA,Transformation/ Government,Price Information,SETA,Tel. 1,Tel. 2,FAX,VAT Number,Distance from Headoffice,Postal Address,City,Postal Code,Municipality,Physical Address, GPS Coordinates (DMS), GPS Coordinates (DMS) 2,Owner,Owner email,Owner Cell,Manager,Manager email,Manager Cell,Training,Training email,Training Cell,Accounts,Account email,Accounts Cell,Emails,Meat Inspection Services (Assignee Name),Assignee Contact Name,Assignee Contact Number,Meat Inspectors,Meat Examiner,QA Manager/s or HMS Contact,Floor Supervisor,Technical Manager,Contact Number,Email,Quality Control & Hygiene Manager,Cell Number,Email Control & Hygiene Manager,L/H,G,Units,Amount Slaughtered,CATTLE,CALVES,SHEEP,PIG,GOAT,GAME,CROCODILES,HORSES,Kosher,Halaal,Classification (C/NC),Grader,Deboning Plant,Processing Plant,Rendering Plant,Residue,2018 Member,2019 Member,2020 Members,2021 Members,2022 Members,2023 Members,2024 Members,2025 Members,2026 Members,Other Comments,Modified By,Modified,Modified Fields,Old Values,New Values,Can Mail Be sent to Client?,Date Mail Sent,Verification,DB UPDATED,Latest Update Received,Data Base Comment 
G3 Abattoir,08/053,Mpumalanga,Active,,,yes,,,013 245 9730,082 668 5148,,,146.9,P O Box 233,Mhluzi,"1,053",Steve Tshwete,"No 32 Leeupoortjie, Middelburg 1050 (road between Middelburg and Groblersdal on right hand side approx. 10 km out of Middelburg","29°27'03""E ","25°39'54""S",Mr. Godfrey Gordon,g3abattoir@webmail.co.za,082 668 5148,,,,Francina Maakwana,flmaakwana@gmail.com,076 563 6049,Godfrey Gordon,flmaakwana@gmail.com,082 668 5148,,,,,,,,,,,,,,,LT,R,20,,x,,x,x,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,2020.02.10,2020.01.31,Species updated
Game Zone / check details / depart,06/071,Eastern Cape,Active,,,?,,,046 684 1188,,046 684 1188,,964.8,P O Box 16,Adelaide,"5,760",,,,,Deon Lindhorst,,,,,,,,,,,,,,,,,,,,,,,,,,HT,C,30,,,,,,,x,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Gariep Organic Meat Processors ,09/044,Northern Cape,Closed,,No,?,,,053 683 0190,,053 683 0298,4490135920,722.4,P O Box 24,Hopetown ,"8,750",Thembileli,"881 Liebenberg Straat, Strydenburg",,,OVK,gariep3@ovk.co.za,082 319 9685,Gawie Du Toit,gariep3@ovk.co.za; gariep4@ovk.co.za,072 035 9379,Adele Jordaan,opleiding@ovk.co.za,051 923 4500,Anri Rossouw,lewendehawel@ovk.co.za,053 203 9200,,,,,,,,,,,,,,,HT,A,100,,x,,x,,,x,,,No,Yes,,,,,No,x,No,Members,Members,Members,Members,,,,,,,,,,,No,,Pending Review,,,
Geelhoutboom,06/025,Eastern Cape,Active,,,?,,,044 870 8587,,044 870 7397,,1183.4,P O Box 855,Humansdorp,"6,300",,,,,Marius Du Plessis,info.bucc@mweb.co.za,,822436692,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,x,x,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Gerbers Abattoir,06/089,Eastern Cape,Closed,,,,,,042 285 0577,,,,892.4,P O Box 172,,,,,,,C. du Plessis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Glen Abattoir,04/094,Free State,Closed,,,?,,,,,,,367.9,Private Bag X 01,Glen,"9,360",,,,,Department of Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,5,,,,,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Glen Aggy Abattoir,08/013,Mpumalanga,Active,,,?,,,072 732 4429,,,4060289370,306.8,P O Box 134,Amsterdam,"2,375",Mkhondo ,"Plaas Glen Aggy, 8 km North Amsterdam on the Caroline Road (R33)","30°37'59""E ",S26°33'18 E30°37'59,Andre Gideon Grobbelaar,glenaggy@gmail.com,082 552 5629,Emile Folscher,emilefolscher@me.com,082 824 2099,Marile Grobbelaar,emilefolscher@me.com,084 517 5585,Marliese Folscher,glenaggy@gmail.com,082 517 4415,,,,,,,,,,,,,,,LT,E,10,,x,,x,x,,x,,,No,No,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,Species updated,,,,,,No,,Pending Review,2020.03.03,2020.03.03,"Abattoir Registration Certificate received
2022-08-31 Completed GPS coördinates"
Glen Roy Abattoir,06/105,Eastern Cape,Active,,,?,,,043 831 2160,083 656 6240,043 831 2159,4170252771,1000.8,P O Box 19 ,Komga,"4,950",,"Thompson Farms, N2 ",,,Paul Norton Thomson,thomson.pn@gmail.com,083 650 6240,Bruce Thompson,brucethomo@gmail.com,083 455 3582,Bruce Peter Thomson,brucethomo@gmail.com,083 455 3582,Michelle Russell,glenroyab@mweb.co.za,072 610 9428,,,,,,,,,,,,,,,HT,A,125,,x,,x,,,x,,,No,No,,,,,No,,Invoiced,Members,Members ,Members ,Members,,Members,Members,,,,,,,,No,,Pending Review,,2025.01.29,"Units, new owner's details, manager's email, and accountants details updated"
Glen Victor Meats,06/072,Eastern Cape,Active,,No,?,,AgriSETA,043 745 6092,043 745 6093,086 531 2565,4610150940,1020.4,P O Box 3297,Cambridge,"5,206",,Nahoon Dam Drive East London,,,John Day,pdfarms@lantic.net,083 283 7087,Craig Weatherdon,,083 442 6012 / 083 273 8824,Alechia Marais,,,Carol Day,jrfarms@lantic.net,083 453 5347,,,,,,,,,,,,,,,LT,B,60,,x,,x,,,x,,,No,No,,,,,No,x,Members,Members,Members ,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Glencoe Pig Abattoir (Pty) Ltd,05/002,KZN,Active,,,?,,,084 004 2772,061 584 1102,034 393 1844,4450114931,539.9,P O Box 645,Glencoe,"2,930",Glencoe,1 Abattoir Road,,,Dave Durham,,082 555 1441,Charless Wade,charles.wade99@gmail.com,072 386 9246,Ernest van der Merwe,,,Olivia Kruger,accounts@triplecmeats.co.za,067 405 0058,ere@trustnet.co.za,,,,,,,,,,,,,,LT,D,100,,x,,,,,,,,No,Yes,,,,,,x,No,,,,,,,,,,,,,,,No,,Pending Review,,,2022/05/27 update owner & manager details
Glenlyon Game,09/080G,Northern Cape,Closed,,,,,,,,,,856,,,,,,,,Patrick Quirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Goedehoop,04/076,Free State,Active,,,?,,,,,,,606.6,,,,,,,,,,,,,,,marie@internet-sa.co.za,,,,,,,,,,,,,,,,,,,LT,,,,x,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Goedehoop Leslie,08/017,Mpumalanga,Active,,,?,,AgriSETA,017 200 2758,,,,111.3,P O Box 767,Leandra Leslie,"2,265",Gert Sibande,123 Main st Leandra 2265,"28°55'53""E ","26°22'05""S",Juliet Louw,kieewiet-louw@gmail.com,066 296 0452,Pieter Gous,kiejanes@gmail.com,,Themba Tyelwane,thembatyelwane@icloud.com,083 397 5050,Hantie Fourie,kiejanes@gmail.com,082 578 0568,kobus.louw@gmail.com; jpainvestment1@gmail.com,,,,,,,,,,,,,,HT,B,75,,x,,x,x,,,,,No,No,,,,,,,No,Members,Members,Members,Members,Members,Members,Members,,Units and telephone number updated,,,,,,No,,Pending Review,,2024.03.13,"New owner, new manager, new trainer, and new accountant details updated"
Goedemoed: Dept Correctional Services,04/059,Free State,Active,,,?,,,051 631 5271,,051 631 5229,,367.9,P O Box 1007,Aliwal North,"9,750",,,,,Dept Correctional Services: Goedemoed,fuzile.stuurman@dcs.gov.za,,AN Dinga,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Goedetrouw,08/038,Mpumalanga,Active,,,?,,,082 378 4610,,,4850108707,367.8,P O Box 124,Piet Retief,"2,380",,,"30°39'52""E ","27°02'38""S",Mr. Gerry Day,daysfarm@gmail.com,082 378 4610,Bryce Pretorius,goedetrouw.abattoir@gmail.com,082 326 5419,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,,x,x,,,,,No,No,,,,,,,Members,Members,Members,Members,Members,Members,,,,,,,,,,No,,Pending Review,,,2018.03.15 Received from Dirk
GP & J,04/013,Free State,Active,,,?,,,082 575 3457,,,,269.7,P O Box 77,Bothaville,"9,660",,,,,GM Wessels,gpjcatherin@gmail.com,082 575 3457,,,,,,,,,,,,,,,,,,,,,,,,LT,E,5,,,,,,,,,,No ,No ,,,,,,,No ,,,,,,,,,,,,,,,No,,Pending Review,,,
Graaff Reinet Meat Supplies / Processing check name,06/056,Eastern Cape,Active,ZA 8,5/6/2018,?,,,049 891 0622,,049 892 5317,4030189783,880.5,P O Box 520,Graaff-Reinet,"6,280",,1 Kort Street,,,Mr WF Gouws,abattoirgrt@vodacom.co.za,084 580 8717,,,084 491 1183,Trenly RT Spence,,082 898 4960,,,,,,,,,,,,,,,,,,LT,E,8,,,,,,,x,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2018.08.16,
Grahamstown/ Ostrich Abattoir,06/022,Eastern Cape,Closed,,,,,,046 636 1685,,,,892.4,Postnet Suite 100 Private Bag X 1672,,,,,,,Grahamstown Ostrich Export Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Grainfield Poultry Ab,04/076,Free State,Closed,ZA 63,23/07/2019,?,,,082 787 5175,,,,265.7,P O Box 100,Reitz,"9,810",,,,,VKB SAS Kasselman,sas@grainfieldchickens.co.za,082 787 5175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,x,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Grandview Abattoir,06/038,Eastern Cape,Closed,,,?,,,049 846 9098,,,,935.5,P O Box 154,Aberdeen,"6,270",,,,,Elena Olivier,,072 444 4417,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,x,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Grango ,02/006,Limpopo,Closed,,,,,,015 516 2648,,,,327.8,P O Box 28,,,,,,,E Moller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Grassdale Abattoir,06/013,Eastern Cape,Closed,,,,,,045 723 630,,,,892.4,P O Box 51 ,,,,,,,BN Barnes-Webb Grassdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Greenlands Abattoir Pty Ltd,05/025,KZN,Active,,No,?,,,039 727 3017,,039 727 2228,4190157703,743.7,"Postnet Suite 007 PO Box 2054, ",Kokstad,"4,700",Greater Kokstad,Greenlands Farm Kokstad R56 Road to Matatiele,,,Greenlands Trust,jaun@greenlandsmeats.co.za,076 842 5720,Jaun Strydom,jaun@greenlandsmeats.co.za,076 842 5720,,,,Hazel Sharpley,accounts@greenlandsmeats.co.za,039 727 3017,slaughter@greenlandsmeats.co.za marketing@greenlandsmeats.co.za; livestock@greenlandsmeats.co.za,,,,,,,,,,,Lungani,067 670 8065,,LT,B,50,,x,,x,,,x,,,No,No,,,,,No,,No,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,4-Mar-26,Pending Review,,2025.02.19,Updated units and added email address
Griekwastad Abattoir / Rooiberg,09/055,Northern Cape,Closed,,,?,,,053 343 1110,,053 343 0066,,697.2,P O Box 125,Griekwastad,"8,365",,,,,Mr DJ Cornelissen,dickys@mweb.co.za,082 807 1209,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Groenland Meat Traders Abattoir Grabouw,07/157,Western Cape,Active,ZA 193,14/07/2018,?,,,021 859 2646,021 859 2648,086 547 4618,4740191624,1475.9,P O Box 320,Grabouw,"7,160",,OU KAAPSEWEG,,,Sarel Oberholtzer,,,Deon Grobbelaar,deon@blaauwberggroup.co.za,082 494 6974,Gena,gena@blaauwberggroup.co.za,,,gmt001@mweb.co.za,,,,,,,,,,,,,,,,HT,A,100,,x,x,x,x,,,,,No,No,,,,,,x,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Groenpunt: Dept Correctional Services ,04/080,Free State,Active,,,?,,,016 370 2282,083 345 5516,016 370 2264,,150.6,Private Bag X 060,Vereeniging,"1,930",,Groenpunt management area R716 Road between Deneysville and Vereeniging ,,,Dept Correctional Services: Groenpunt,,,Joseph Seoke,joseph.seoke@dcs.gov.za,072 786 9742,Ms Nokukhanya B Mbelu,nokukhanya.mbelu@dcs.gov.za,,,,,,,,,,,,,,,,,,,LT,E,8,,x,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Grootfontein ADI,06/032,Eastern Cape,Active,,,?,,,049 842 1113,,049 842 4113,,772.3,Private Bag X 529,Middelburg,"5,900",,,,,Dept Agriculture Grootfontein,,072 621 7336,,dgadi@daff.gov.za,,,,,,tino@gfn.agric.za; dgadi@daff.gov.za,,,,,,,,,,,,,,,,LT,E,5,,x,,x,,,x,,,No,Yes,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Groothoop Abattoir,02/024,Limpopo,Closed,,,?,,,,,014 763 5870,,278.8,P O Box 685,Lephalale,555,,,,,PH Ellis,,078 457 6895,M Ellis,ellis.mareli@gmail.com,,,,,,groothoop@gmail.com,,,,,,,,,,,,,,,,RT,E,10,,x,,,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Grootvlei Abattoir: Dept Correctional Serv,04/058,Free State,Closed,,,,,,051 505 4600,,,,367.9,Private Bag X 20547,,,,,,,Mr WL Sejane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Gruisheuwel Abattoir,,Eastern Cape,Closed,,,,,,048 852 1321,,,,892.4,P O Box 131,,,,,,,JC van Zyl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
GSS,03/034,North West,Active,,,?,,,082 683 5896,,,,191,P O Box 867,Swartklip,370,Disake,950 A Matshelapad,,,SG Seikanelo,,082 683 5896,,,082 831 7341,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
GWK Abattoir,09/072,Northern Cape,Closed,,,,,,053 832 7041,053 832 5227,,,776.5,P O Box 47,,,,,,,Pine P Pienaar,,082 805 9933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
GWK Meat(Meat to Market (Pty) Ltd),09/019,Northern Cape,Closed,ZA 173,4/7/2018,?,Yes,AgriSETA,053 456 1004,053 456 1005,053 456 1321,,471.3,P O Box 893,Jan Kempdorp,"8,550",,,,,GWK Meat - JW Roeloffze,jw3p4@gmail.com,082 744 6610,Rudi Comelissen,rudico@gwk.co.za,082 568 0445,Joseph Mankokwe,joseph@m2mabattoir.co.za,074 227 7670,Johan Du Bruyn,creditors@m2mabattoir.co.za; accounts@m2mabattoir.co.za,053 456 1004, info@m2mabattoir.co.za; rudi@m2mabattoir.co.za,,,,,,,,,,,,,,HT,A,350,,x,x,,,,,,,No,Yes,,,,,,,Members,,,,,,,,,,,,,,,No,,Pending Review,,,
Haji Abattoir,02/281R,Limpopo,Active,,,?,,,,,,,371.9,P O Box 1255,Makhado,920,Makhado,,,,Patrick Sikhutshi,,,,,,,,,,,,,,,,,,,,,,,,,,RT,E,2,,x,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Hamlet Abattoir,07/011,Western Cape,Closed,,,,,,023 313 3240,,,,1175.8,P O Box 202,,,,,,,WPJ Moolman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Hanover Cold Storage,06/049,Eastern Cape,Closed,,,?,,,043 685 3668,,,4260190428,993.1,P O Box 99,Berlin,"5,660",,,,,OE Bahlman,,,,,,,,,,antz1@absamail.co.za,,,,,,,,,,,,,,,,RT,E,2,,x,x,x,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Hanover Meat Wholesalers Abattoir,09/599,Northern Cape,Closed,,,,,,,,,,752.7,P O Box 99,,,,,,,Ian I Ferreira,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Harmonie Slagpale cc,02/017,Limpopo,Active,,No,?,,,015 318 4224,,015 318 4224,4950250177,384.8,P O Box 1364,Letsitele,885,,Harmone No2 Letsitele 0885,,,Willem Du Plessis,finance@hagroup.co.za,083 598 9113,Pieter Du Plessis,gdp@hagroup.co.za,078 395 5603,,,,Gertjie Du Plessis,finance@hagroup.co.za,072 539 9815,bobby9duplessis@gmail.com; harmonie.gdp@gmail.com,,,,,,,,,,,,,,LT,D,20,,x,,,,,,,,No,No,,,,,,,Members,Members,Members,Members,Members,members,Members,Members,,,,,,,,No,,Pending Review,,,
Hartman & Seuns Abattoir Nanini 210 BK,07/080,Western Cape,Closed,,,?,,,023 551 1759,,023 551 1066,4940193719,1191.7,P O Box 94,Lainsburg,"6,900",,Victoria Street Laingsburg 6900,,,Andries Hartman,hartmanslagpale@telkomsa.net,082 823 1505,Alberto van Wyk,alberto.vanwyk@telkomsa.net,082 823 1505,,,,Hans Schultz,,,,,,,,,,,,,,,,,LT,E,6,,,,x,,,,,,No,Yes,,,,,,,Members,Members,Members,Members,Members,,,,,,,,,,,No,,Pending Review,,2023.03.30,The abattoir is closed got the details from Elize
Hauman Boerdery,06/076,Eastern Cape,Active,,,?,,,048 887 0004,,,,747,P O Box 77,Steynsburg,"5,920",,,,,DFT Hauman,,082 654 4138,,,,,,,,,,,,,,,,,,,,,,,,RT,R,2,,x,,x,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Hectorspruit Abattoir,08/004,Mpumalanga,Closed,,,,,,016 183 1010,,,,392,P O Box 169,,,,,,,DPJ  Engelbrecht,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Heilbron Abattoir / Kusasa Commodities,04/098,Free State,Active,,,?,,,072 074 3879,,086 617 6548,4400196673,192,P O Box 537,Heilbron,"9,650",Ngwathe,Highlands 16 Heilbron 9650,,,Melaney Pretorius,melany@heilbronabattoir.co.za,083 285 1067,Edward Muller,admin@heilbronabattoir.co.za,072 745 6675,Berna du Plessis,vars@heilbronabattoir.co.za,072 074 3879,Joey Steyn,admin@heilbronabattoir.co.za,071 450 3266,"jc@heilbronabattoir.co.za; hr@heilbronabattoir.co.za, donne@donelicraft.co.za",,,,,,,,,,,,,,HT,B,60,,x,,x,,,,,,No,No,,,,,,,Members,Members,Members ,Members ,Members,Members,Members,Members,,As well as trainer and accountant's details updated,,,,,,No,,Pending Review,2023.05.25,2023.05.25,"Throughput, units, owner, manager, updated"
Helderhoek Abattoir,04/102,Free State,Active,,,?,,,,,051 773 0406,,517.2,P O Box 67,Reddersburg,"9,904",,,,,BE Venter,mwctinn@mweb.co.za,082 808 9253,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,,,,,,,,,No,No ,,,,,,,Members,Members,Members ,Members ,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,,
Helderstroom,07/044,Western Cape,Active,,,Yes ,,,028 215 1238,,028 215 8753,,1394.2,Private Bag X 051,Caledon,"7,230",,R43 Villiersdorp Road Caledon,,,P W Mrubata,edwin.malatji@dcs.gov.za,072 272 4965,Stefan de Kock,stefan.dekock@dcs.gov.za,,,,,,,,,,,,,,,,,,,,,,LT,D,10,,x,,x,x,,,,,No,No,,,,,,,Invoiced,,,,Members,Members,,Members,,,,,,,,No,,Pending Review,,2020.02.14,New manager and email updated
Hessequa Meat Pty Ltd,07/049,Western Cape,Active,,,?,,AgriSETA,082 309 8608,082 443 1740,,4310234820,1349.5,Posbus 678,Riversdale,"6,670",Hessequa,Mulderstraat Indusriele Gebied Riversdal 6670,,,Anton Swart,jcslaghuis@gmail.com,082 443 1740,Eddie Hope,,071 608 1421,,,,Michelle Joubert/ Fransisca Kruger,hesabattoir@vodamail.com,082 309 8608,hessabattoir@vodamail.co.za,,,,,,,,,,,,,,HT,A,135,,x,,x,,,,,,No,Yes,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,2024/381247/07.  Hessequa Abattoir is now Hessequa Meat Pty Ltd 09/09/2024.  waiting for updated informaiton ,,,,,,No,,Pending Review,,2023.04.03,Accountant's email updated
Hillcrest Abattoir / update details ,06/063,Eastern Cape,Active,,,?,,,041 955 5969,,041 612 8310,,1141.8,P O Box 804,"Hunters Retreat, Uitenhage","6,017",,,,,Kevin R & Steve Miller,hillcrest@igen.co.za,,,,,,,,,hillcrest@absamail.co.za,,,,,,,,,,,,,,,,LT,D,20,,,,x,x,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Hillmoor Abattoir,06/062,Eastern Cape,Active,,,?,,,048 888 0023,,,4830139020,748.4,P O Box 243,Steynsburg,"5,920",,Hillmoor Steynsburg 5920,,,Ivan Dell,ied@nokwi.co.za,072 567 7153,,,,,,,,,,,,,,,,,,,,,,,,LT,B,20,,,,x,,,,,,No,No,,,,,,,Members,Members,Members,Members,Members,Members,Members,,,,,,,,,No,,Pending Review,,,
Allens Abattoir (Hluhluwe),05/041,KZN,Active,,,?,,,035 562 0067,,035 562 0430,,578.7,P O Box 177,Hluhluwe,"3,960",,"Old Main Road, Portion 9 of Lot H72 No13366",,,Craig Liversage,allensbutchery@telkomsa.net,082 873 9887,Mr Gareth Liversage,allensabattoir@altrdcc.co.za,074 893 4954,,,,,dolancc@telkomsa.net,,,,,,,,,,,,,,,,LT,E,20,,x,,x,x,,,,,No,No ,C,,,,,,No,Members,Members,Members,Members,Members,,Members,,,,,,,,No,,Pending Review,2025.03.07,2025.12.15,"Managers details, species and physical address updated
SL updated classifying with SAMIC info"
Hluvukani Foods/ Roedtan Abattoir,02/020,Limpopo,Closed,,,?,,,,,,4070211877,198.8,P O Box 129,Roedtan,580,Roedtan,Portion 608 Hoogbult Roedtan in Roedtan at Total Garage look for Roedtan Abattoir Board. Drive approx 3 km. abattoir on left,,,Wynand Frederik Schalekamp,wynand.schalekamp@gmail.com,082 377 3800,Hermanus Blignault,mblignault@gmail.com,,Nolene Struckel,nolene@gondwanamarketing.co.za,083 783 4393,Liezel Kleynhans,lkliezel@gmail.com,061 684 0409,,,,,,,,,,,,,,,RT,A,120,,,,,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Holfontein Lammers,01/031R,Gauteng,Active,,,?,,,082 552 2323,082 774 8562,016 987 7115,4100137191,141.1,P O Box 427 ,Vanderbijlpark,"1,900",Van Der Bijlpark,"Farm Holfontein Vaaloewer, Vanderbijlpark",,,Ferdinand Kloppers,holfonteinslagpale@gmail.com,082 774 8562,Eben  ,,,,,,Ferdinand Kloppers,fkloppers71@gmail.com,,,,,,,,,,,,,,,,LT,D,20,,x,x,x,x,,x,,,No,Yes,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,2018.07.04,Database received from Talita
Holme Park Abattoir,06/068,Eastern Cape,Active,,,?,,,043 831 2060,,086 734 3104,4710137268,991.6,P O Box 154,Komga,"4,950",,,,,KB Day & Sons,rogerday@absamail.co.za,083 659 1053,Cathy Day,,083 538 6567,,,,,,,,,,,,,,,,,,,,,RT,R,5,,x,,,x,,,,,No,No ,,,,,,,Members,Members,Members ,Members ,,,,,,,,,,,,No,,Pending Review,,,
Honey Valley Farm Abattoir,05/011,KZN,Closed,,,?,,,,,039 834 1428,,629.1,P O Box 163,Ixopo,"3,276",,,,,Brian Redman,redman@mweb.co.za,,,,,,,,,,,,,,,,,,,,,,,,,LT,E,8,,x,x,x,,,,,,No,No ,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Honeyville Abattoir,,Eastern Cape,Closed,,,,,,,,,,1075.9,P O Box 78,,,,,,,Honeyville Abattoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Hopedale Abattoir,06/031,Eastern Cape,Closed,,,,,,041 992 5384,,,,929.4,P O Box 108 ,,,,,,,P F Barnard Hopedate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Hopefield Abattoir,07/015,Western Cape,Closed,,,,,,022 723 0133,,,,1488.3,P O Box 55,,,,,,,Andre AJJ Du Toit,,083 284 8539,Benru Koegelenberg,bmkoegelenberg@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
Hopetown Abattoir,09/028,Northern Cape,Active,,No,?,,AgriSETA,053 203 0429,,053 203 0975,4520135999,670.5,Posbus 195 ,Hopetown ,"8,750",,"Northbank, Hopetown 8750",,,Josef Fourie,josef@frp.co.za,082 714 1260,Josef Fourie,,082 714 1260,,,,,,,,,,,,,,,,,,,,,HT,A,300,,x,,x,,,,,,No,Yes,,,,,,,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.02.20,Spaces updated
Huntersvlei Abattoir,04/022,Free State,Active,ZA 57,21/08/2018,?,Yes,,056 343 2099,,,4030136339,232.7,P O Box 41,Viljoenskroon,"9,520",Moqhaka,"No 6 Fortuna Street, Viljoenskroon ",,,David Evans,david.evans@re.co.za,082 806 7789,Marius Kemp,marius.kemp@re.co.za,083 626 6758,Louis Masepe,louismasepe@re.co.za,083 626 6758,Celicia Brooks/Anel Coetzee,celicia.brooks@re.co.za,082 720 6981,,,,,,,,,Karien Esterhuizen | Sales & General Queries,083 630 5732,sales@re.co.za,Operational/On-Site Matters | Dewald Schoeman,066 511 9754,dewald.schoeman@re.co.za,HT,A,145,,x,,x,x,,,,,No,No,,,,,,x,Members,Members,Members,Members,Members,Members,Members,Members,,,,,,,,No,,Pending Review,,2025.02.17,"Training&#39;s details updated
2025,04,30 Updated tel no of Sales and On Site Manager"
Ikangala prev (provious Porkus),01/035,Gauteng,Closed,,,Yes,,,082 577 7928,,,4010266411,63.4,P O Box 2644,Bronkhorspruit,"1,020",Tshwane,"424/2 Smarag Street, Ekandustria Bronkhorstspruit 1021",,,Sizwe Skosana,sizwe@ikangalafoods.co.za,082 846 8668,,Manager@ikangala.co.za ,061 283 8625,,,,,accounts@ikangala.co.za; tracking@ikangalafoods.co.za,,Nkosinath.Skosana@outlook.com; bfta@beeftech.co.za,,,,,,,,,,,,,,,A,,,,,,,,,,,No,No,,,,,,,No,,,,,,,,,,,,,,,No,,Pending Review,,,
Impala Abattoir,,Eastern Cape,Closed,,,,,,043 945 1401,,,,892.4,P O Box 3019,,,,,,,WP Minnaar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Pending Review,,,
